# =============================================================================
# PDBbind general set v2007, 3124 entries, updated on 07/30/2007
# Entries are sorted by -logKd or -logKi in an increasing order
# PDB code, resolution, release year, pKd/pKi, Kd/Ki, reference, ligand name
# =============================================================================
1grp  2.50  1996   3.72  Ki=0.189mM    // 1grp.pdf (ICT)
1ugy  2.40  2003   3.72  Kd=0.19mM     // 1ugx.pdf (GAL-GLC)
2am4  1.70  2006   3.72  Ki=190uM      // 2am3.pdf (U2F)
4tln  2.30  1982   3.72  Ki=190uM      // 4tln.pdf (LNO)
1b2m  2.00  1999   3.73  Kd=0.185mM    // 1b2m.pdf (+U)
1f5k  1.80  2001   3.74  Ki=180uM      // 1f5k.pdf (BAM)
1ihy  3.00  2002   3.74  Ki=0.18mM     // 1ihy.pdf (APR)
1oh4  1.35  2004   3.74  Kd=0.18mM     // 1oh4.pdf (7-mer)
1kui  1.50  2002   3.77  Ki=0.169mM    // 1kug.pdf (3-mer)
1mpl  1.12  2003   3.77  Ki=0.17mM     // 1mpl.pdf (RE1)
1wbv  2.00  2005   3.79  IC50=162uM    // 1w82.pdf (LI3)
1kug  1.37  2002   3.80  Ki=0.160mM    // 1kug.pdf (3-mer)
1li6  2.00  2002   3.80  Kd=0.16mM     // 1lgw.pdf (5MP)
1nje  2.30  1996   3.80  Kd=160uM      // 1nja.pdf (DCM)
2ggd  1.70  2006   3.80  IC50=160uM    // 2gg6.pdf (GPJ)
2hb1  2.00  2006   3.80  Ki=160uM      // 2h4g.pdf (512)
2hu6  1.32  2006   3.81  Kd=154uM      // 2hu6.pdf (37A)
1hn4  1.50  2001   3.82  Kd=0.15mM     // 1hn4.pdf (MJI)
1r0x  2.20  2003   3.83  Kd=149uM      // 1q3h.pdf (ATP)
1r10  3.00  2003   3.83  Kd=149uM      // 1q3h.pdf (ATP)
1yhm  2.50  2005   3.83  IC50=147uM    // 1yhl.pdf (AHD)
1bky  2.00  1999   3.84  Kd=144uM      // 1b42.pdf (1MC)
1j15  2.00  2002   3.84  Ki=143uM      // 1j14.pdf (BEN)
1j16  1.60  2002   3.84  Ki=143uM      // 1j14.pdf (BEN)
1utj  1.83  2004   3.84  Kd=0.144mM    // 1utj.pdf (ABN)
1n1t  1.60  2003   3.85  Ki=140uM      // 1n1t.pdf (DAN)
1n1v  2.10  2003   3.85  Ki=140uM      // 1n1t.pdf (DAN)
1sre  1.78  1994   3.85  Kd=0.14mM     // 1sre.pdf (HAB)
1aj7  2.10  1997   3.87  Kd=135uM      // 1aj7.pdf (NPE)
1v16  1.90  2004   3.87  Kd=134.8uM    // 1v11.pdf (TDP)
2f6y  2.15  2005   3.87  IC50=134.8uM  // 2f6t.pdf (ENT)
1m0q  2.00  2002   3.89  Ki=0.13mM     // 1m0n.pdf (EPC)
1pts  2.00  1994   3.89  Kd=0.13mM     // 1pts.pdf (7-mer)
1xfv  3.35  2005   3.89  Kd=130uM      // 1xfv.pdf (3AT)
2ctc  1.40  1994   3.89  Ki=0.13mM     // 2ctc.pdf (LOF)
1avn  2.00  1997   3.90  Kd=0.125mM    // 1avn.pdf (HSM)
1exw  2.40  2000   3.90  Ki=125uM      // 1exw.pdf (HSF)
1slg  1.76  1996   3.90  Kd=125uM      // 1slg.pdf (7-mer)
2gvv  1.73  2006   3.90  Ki=125uM      // 2gvv.pdf (DI9)
2rkm  1.80  1997   3.90  Ki=125uM      // 2rkm.pdf (LYS-LYS)
9icd  2.50  1991   3.90  Kd=125uM      // 9icd.pdf (NAP)
1kuk  1.45  2002   3.91  Ki=0.124mM    // 1kug.pdf (3-mer)
1ahx  2.00  1995   3.92  Kd=120uM      // 1ahe.pdf (HCI)
1pr5  2.50  2003   3.92  Ki=120uM      // 1pk7.pdf (TBN)
1h5v  1.10  2002   3.93  Ki=117uM      // 1h5v.pdf (5-mer)
2a5b  2.49  2006   3.93  Kd=117uM      // 2a5b.pdf (8HG)
2cbz  1.50  2006   3.93  Kd=118uM      // 2cbz.pdf (ATP)
1v1m  2.00  2004   3.94  Kd=115.0uM    // 1v11.pdf (TDP)
1z3t  1.70  2005   3.94  Kd=115uM      // 1z3t.pdf (CBI)
1mrs  2.00  2003   3.96  Ki=110uM      // 1mrn.pdf (5HU)
1x9d  1.41  2005   3.96  Kd=110uM      // 1x9d.pdf (SMD)
2ad5  2.80  2005   3.96  Ki=110uM      // 2ad5.pdf (CTP)
2fpz  2.00  2006   3.96  Ki=110uM      // 2fpz.pdf (270)
1ai6  2.55  1997   3.97  Ki=0.107mM    // 1ai4.pdf (APH)
1l5q  2.25  2002   3.97  Kd=108uM      // 1l5q.pdf (CFF)
1v11  1.95  2004   3.98  Kd=104.8uM    // 1v11.pdf (TDP)
1ax2  1.95  1998   3.99  Kd=0.103mM    // 1ax0.pdf (NAG-GAL)
2g8r  1.70  2006   3.99  Ki=103uM      // 2g8r.pdf (N3E)
1a7c  1.95  1999   4.00  Kd<=100uM     // 1a7c.pdf (5-mer)
1a86  2.00  1999   4.00  IC50=101uM    // 1a85.pdf (3-mer)
1e5j  1.85  2001   4.00  Ki=100uM      // 1e5j.pdf (4-mer)
1fhr   NMR  2000   4.00  Kd=100uM      // 1fhr.pdf (7-mer)
1gfz  2.30  2000   4.00  Ki=0.1mM      // 1c8k.pdf (CFF)
1j4k   NMR  2001   4.00  Kd=100uM      // 1j4k.pdf (7-mer)
1kqb  1.80  2002   4.00  Ki=0.1mM      // 1kqb.pdf (BEZ)
1lgw  1.85  2002   4.00  Kd=100uM      // 1lgw.pdf (1AN)
1mx1  2.40  2003   4.00  Ki>100uM      // 1mx1.pdf (THA)
1nu3  1.75  2003   4.00  Ki=100uM      // 1nu3.pdf (VPR)
1tlo  1.90  2004   4.00  IC50=100uM    // 1tl9.pdf (E64)
1tni  1.90  1994   4.00  Ki=0.10mM     // 1tnh.pdf (PBN)
1utt  2.20  2004   4.00  IC50>100uM    // 1utt.pdf (CP8)
1wc1  1.93  2004   4.00  Ki=0.1mM      // 1wc1.pdf (TAT)
1wc6  2.51  2004   4.00  Ki=0.1mM      // 1wc1.pdf (TAT)
1z3c  2.20  2005   4.00  IC50=100uM    // 1z3c.pdf (SA8)
2bow  2.80  1999   4.00  Kd=100uM      // 2bow.pdf (P4P)
2c8y  2.20  2006   4.00  IC50=100uM    // 2c8w.pdf (C3M)
1b42  2.20  1999   4.01  Kd=97.9uM     // 1b42.pdf (M1A)
1c5z  1.85  2000   4.01  Ki=97uM       // 1c5l.pdf (BAM)
1v2w  1.75  2004   4.01  Ki=97.79uM    // 1v2j.pdf (ANH)
1hi5  1.80  2001   4.04  Ki=92uM       // 1hi3.pdf (ADP)
1l7x  2.30  2002   4.04  Kd=92uM       // 1l5q.pdf (CFF)
1li2  2.00  2002   4.04  Kd=91uM       // 1lgw.pdf (IPH)
2c02  2.00  2006   4.04  Ki=92uM       // 2bzz.pdf (ADP)
1awi  2.20  1998   4.05  Kd=90uM       // 1awi.pdf (10-mer)
1pwy  2.80  2004   4.05  Ki=90uM       // 1pwy.pdf (AC2)
1r4w  2.50  2004   4.05  Kd=90uM       // 1r4w.pdf (GSH)
1toi  1.90  2004   4.05  Kd=0.090mM    // 1tog.pdf (HCI)
1tuf  2.40  2004   4.05  Ki=89uM       // 1tuf.pdf (AZ1)
8a3h  0.97  2000   4.06  Ki=88uM       // 8a3h.pdf (IDC)
1at6  1.80  1998   4.07  Kd=85uM       // 1at5.pdf (3-mer)
1gj4  1.81  2002   4.07  Ki=85uM       // 1o2g.pdf (132)
1hyo  1.30  2001   4.07  Ki=84.8uM     // 1hyo.pdf (HBU)
1wax  2.20  2005   4.07  IC50=86uM     // 1w7h.pdf (LO1)
3mag  1.80  1999   4.07  Kd=86uM       // 1b42.pdf (3MA)
3mct  2.00  1999   4.07  Kd=85.5uM     // 1b42.pdf (3MC)
1lb6  1.80  2002   4.08  Kd=84uM       // 1lb5.pdf (9-mer)
1n2v  2.10  2003   4.08  Ki=83uM       // 1n2v.pdf (BDI)
1y2g  1.90  2005   4.08  Kd=83.1uM     // 1y2f.pdf (CL3)
1yci  2.70  2005   4.08  Ki=83uM       // 1yci.pdf (NDF)
2d06  2.30  2005   4.08  Ki=83.2uM     // 2d06.pdf (EST)
1ai7  2.50  1997   4.09  Ki=0.082mM    // 1ai4.pdf (IPH)
1jn2  1.90  2003   4.09  Kd=82uM       // 1jn2.pdf (SFP)
1o0n  1.50  2003   4.09  Ki=82uM       // 1o0f.pdf (U3P)
1y2b  1.40  2005   4.09  IC50=82uM     // 1y2b.pdf (DEE)
1c5t  1.37  2000   4.10  Ki=80uM       // 1c5l.pdf (ESP)
1gwm  1.15  2003   4.10  Kd=80uM       // 1gwm.pdf (6-mer)
1lxf   NMR  2002   4.10  Kd=80uM       // 1lxf.pdf (BEP)
1odj  2.40  2003   4.10  Kd=80uM       // 1odi.pdf (GMP)
1p1z  3.26  2003   4.10  Kd=80uM       // 1p1z.pdf (protein)
1rry  2.70  2004   4.10  IC50=80uM     // 1rri.pdf (204)
1rzx  2.10  2004   4.10  Kd=80uM       // 1rzx.pdf (7-mer)
1d6s  2.30  2000   4.11  Kd=78uM       // 1d6s.pdf (PLP)
1p19  2.30  2004   4.11  Kd=76.8uM     // 1p17.pdf (IMP)
1z3v  1.61  2005   4.11  Kd=77uM       // 1z3t.pdf (LAT)
1bsk  3.00  2000   4.12  Ki=76uM       // 1bsj.pdf (MLN)
1e55  2.00  2000   4.12  Ki=76uM       // 1e4l.pdf (GLC-DHR)
1i33  3.00  2001   4.12  IC50=75uM     // 1i32.pdf (TND)
1uy8  1.98  2004   4.12  IC50=75uM     // 1uy6.pdf (PU5)
1v2q  2.30  2004   4.13  Ki=73.62uM    // 1v2j.pdf (ANH)
1gny  1.63  2001   4.14  Kd=73uM       // 1gny.pdf (5-mer)
1m2x  1.50  2003   4.15  Ki=70uM       // 1m2x.pdf (MCO)
1q91  1.60  2004   4.15  Ki=70uM       // 1q91.pdf (DPB)
2alv  1.90  2006   4.15  IC50=70uM     // 2alv.pdf (CY6)
2toh  2.30  1999   4.15  Ki=70uM       // 2toh.pdf (HBI)
1mns  2.00  1993   4.17  Ki=67uM       // 1mns.pdf (APG)
1v2s  1.72  2004   4.17  Ki=68uM       // 1v2j.pdf (BEN)
1o9e  2.60  2003   4.18  Kd=66uM       // 1o9c.pdf (FSC)
1at5  1.80  1998   4.19  Kd=64uM       // 1at5.pdf (3-mer)
1hi3  1.80  2001   4.19  Ki=64uM       // 1hi3.pdf (A2P)
1k3t  1.95  2002   4.19  IC50=64uM     // 1k3t.pdf (BRZ)
1c5y  1.65  2000   4.20  Ki=63uM       // 1c5l.pdf (ESP)
1c87  2.10  2000   4.20  Ki=63uM       // 1c86.pdf (OPA)
1ghw  1.75  2002   4.20  Ki=63uM       // 1o2g.pdf (BMZ)
1odi  2.40  2003   4.21  Kd=62uM       // 1odi.pdf (ADN)
1qk4  1.90  1999   4.21  Kd=61uM       // 1qk3.pdf (IMP)
1ulg  2.20  2004   4.21  Kd=62.2uM     // 1ulf.pdf (GAL-NGA)
2j83  2.00  2006   4.21  IC50=61uM     // 2j83.pdf (BAT)
1aze   NMR  1999   4.22  Kd=60uM       // 1aze.pdf (10-mer)
1gx0  1.80  2003   4.22  Kd=0.060mM    // 1gwv.pdf (GLB)
1joj  3.00  2001   4.22  IC50=0.06mM   // 1joj.pdf (8-mer)
1kv5  1.65  2002   4.22  Ki=60uM       // 1kv5.pdf (PGA)
1pzi  1.99  2004   4.22  Kd=60uM       // 1pzi.pdf (1DM)
1t5f  2.20  2005   4.22  Ki=60uM       // 1t5f.pdf (DHH)
1ua4  1.90  2004   4.22  Ki=0.06mM     // 1ua4.pdf (AMP)
2gkc   NMR  2006   4.22  Kd<60uM       // 2gkc.pdf (CCG)
1prl   NMR  1995   4.23  Kd=59uM       // 1prl.pdf (9-mer)
1prm   NMR  1995   4.23  Kd=59uM       // 1prl.pdf (9-mer)
2bes  2.10  2004   4.24  Ki=57uM       // 2bes.pdf (RES)
1juq  2.20  2002   4.25  Kd=56uM       // 1jpl.pdf (13-mer)
1li3  1.85  2002   4.25  Kd=56uM       // 1lgw.pdf (3CH)
1g6r  2.80  2000   4.27  Kd=54uM       // 1g6r.pdf (8-mer)
1m5w  1.96  2003   4.27  Kd=54uM       // 1m5w.pdf (DXP)
1uyg  2.00  2004   4.27  IC50=53.5uM   // 1uy6.pdf (PU2)
1ml1  2.60  1997   4.28  Ki=52uM       // 1ml1.pdf (PGA)
2g96  2.90  2006   4.28  Kd=52.8uM     // 2g96.pdf (NMN)
1e2l  2.40  2000   4.29  Ki=51.5uM     // 1e2k.pdf (TMC)
1v2l  1.60  2004   4.29  Ki=51uM       // 1v2j.pdf (BEN)
1v2m  1.65  2004   4.29  Ki=51uM       // 1v2j.pdf (BEN)
1a30  2.00  1998   4.30  Ki=50uM       // 1a30.pdf (3-mer)
1det  1.80  1996   4.30  Kd=50uM       // 1det.pdf (2GP)
1mfg  1.25  2003   4.30  Kd=50uM       // 1mfg.pdf (9-mer)
1ppw  2.21  2004   4.30  IC50=50uM     // 1ppv.pdf (EIP)
1qm4  2.66  2000   4.30  Ki=50uM       // 1qm4.pdf (AMB)
1rs2  2.31  2004   4.30  IC50=50uM     // 1rri.pdf (209)
1w3k  1.20  2004   4.30  Ki=50uM       // 1w3k.pdf (BGC-OXZ)
1xsc   NMR  2004   4.30  Kd=0.05mM     // 1xsc.pdf (ATP)
1z95  1.80  2005   4.30  Ki=50uM       // 1z95.pdf (198)
2csm  2.80  1996   4.30  Ki=0.05mM     // 2csm.pdf (TYR)
2exg   NMR  2006   4.30  Kd~50uM       // 2exg.pdf (STF)
1ajq  2.05  1997   4.31  Ki=0.049mM    // 1ai4.pdf (SPA)
1rgk  1.87  1993   4.31  Kd=49.1uM     // 1rgk.pdf (2AM)
2tpi  2.10  1982   4.31  Kd=49uM       // 2tpi.pdf (ILE-VAL)
1gu3  2.30  2002   4.32  Kd=47.6uM     // 1gu3.pdf (5-mer)
2boi  1.10  2006   4.32  IC50=48uM     // 2boi.pdf (MFU)
4rsk  2.10  1998   4.32  Kd=47.4uM     // 4rsk.pdf (U3P)
1olx  2.25  2003   4.33  Kd=47.1uM     // 1ols.pdf (TDP)
1e3v  2.00  2001   4.34  Kd=45.74uM    // 1e3n.pdf (DXC)
1z6s  1.50  2005   4.34  Ki=46uM       // 1z6d.pdf (AMP)
1ghv  1.85  2002   4.35  Ki=45uM       // 1ghv.pdf (120)
1t37  2.60  2004   4.35  Kd=45uM       // 1t37.pdf (5-mer)
1yfz  2.20  2005   4.35  Ki=45uM       // 1yfz.pdf (IMP)
1zm6  2.60  2005   4.35  Kd=45uM       // 1t37.pdf (5-mer)
1dy4  1.90  2000   4.36  Ki=44uM       // 1dy4.pdf (SNP)
1wbw  2.41  2005   4.36  IC50=44uM     // 1w82.pdf (LI4)
1we2  2.30  2005   4.36  Kd=44uM       // 1we2.pdf (DHK)
2ez7  2.00  2006   4.36  Kd=43.5uM     // 2ez7.pdf (DHI)
1bug  2.70  1999   4.37  IC50=43uM     // 1bug.pdf (URS)
1td7  2.50  2004   4.37  Kd=43uM       // 1td7.pdf (NFL)
1bhf  1.80  1998   4.38  Kd=42uM       // 1bhf.pdf (5-mer)
1p7m   NMR  2003   4.38  Kd=42uM       // 1p7m.pdf (ADK)
1qvt  2.89  2004   4.38  Kd=42uM       // 1qvt.pdf (_PF)
1jh1  2.70  2001   4.39  Ki=41uM       // 1jh1.pdf (JST)
1uyc  2.00  2004   4.39  IC50=41uM     // 1uy6.pdf (PU7)
2avq  1.30  2006   4.39  Ki=41uM       // 2avm.pdf (8-mer)
1btn  2.00  1996   4.40  Kd=40uM       // 1btn.pdf (I3P)
1jmq   NMR  2001   4.40  Kd=40uM       // 1jmq.pdf (10-mer)
1p57  1.75  2004   4.40  Ki=40uM       // 1p57.pdf (CR4)
1py1  2.60  2003   4.40  Kd=40uM       // 1py1.pdf (7-mer)
6cha  1.80  1987   4.40  Ki=40uM       // 6cha.pdf (PBA)
6rsa  2.00  1986   4.40  Ki=40uM       // 6cha.pdf (UVC)
7kme  2.10  1999   4.40  Ki=40uM       // 7kme.pdf (3-mer)
1i8j  1.90  2001   4.41  IC50=39uM     // 1i8j.pdf (DSB)
1l6s  1.70  2002   4.41  IC50=39uM     // 1l6s.pdf (DSB)
1no6  2.40  2003   4.41  Ki=39uM       // 1nl9.pdf (794)
1olu  1.90  2003   4.41  Kd=39.3uM     // 1ols.pdf (TDP)
1xj7  2.70  2005   4.41  Kd=39uM       // 1t5z.pdf (20-mer)
2csn  2.50  1996   4.41  Ki=39uM       // 2csn.pdf (CKI)
1h00  1.60  2003   4.42  IC50=38uM     // 1h00.pdf (FCP
1rsi  2.20  2004   4.42  IC50=38uM     // 1rri.pdf (977)
1rgl  2.00  1993   4.43  Kd=37uM       // 1rgl.pdf (2GP)
1rst  1.70  1997   4.43  Kd=37uM       // 1rst.pdf (9-mer)
2a3c  2.07  2005   4.43  Ki=37uM       // 2a3a.pdf (PNX)
2f6v  1.70  2005   4.43  IC50=37uM     // 2f6t.pdf (SK2)
1k2v  1.97  2002   4.44  Kd=36uM       // 1esz.pdf (DEF)
2amt  2.30  2006   4.44  Kd=36uM       // 2amt.pdf (1AA)
1qvu  2.96  2004   4.46  Kd=35uM       // 1qvt.pdf (_PF)
1v1k  2.31  2004   4.46  IC50=35uM     // 1h00.pdf (3FP)
1w84  2.20  2005   4.46  IC50=35uM     // 1w82.pdf (L12)
1wvc  2.50  2005   4.46  Ki=35uM       // 1wvc.pdf (CTP)
2bj4  2.00  2005   4.47  Kd=34uM       // 2bj4.pdf (15-mer)
2f70  2.12  2005   4.47  IC50=33.5uM   // 2f6t.pdf (UN6)
1jaq  2.25  1996   4.48  Ki=33uM       // 1jao.pdf (3-mer)
1qan  2.40  2000   4.48  Ki=33uM       // 1qan.pdf (SAH)
1t5z  2.30  2005   4.48  Kd=33uM       // 1t5z.pdf (20-mer)
1zkk  1.45  2005   4.48  Kd=33uM       // 1zkk.pdf (10-mer)
1hi4  1.80  2001   4.49  Ki=32uM       // 1hi3.pdf (A3P)
1j14  2.40  2002   4.49  Ki=32.2uM     // 1j14.pdf (BEN)
1o7o  1.97  2003   4.49  Kd=0.032mM    // 1o7o.pdf (UDP)
2prj  2.30  1998   4.49  Ki=32uM       // 2prj.pdf (NBG)
1d6n  2.70  1999   4.50  Ki=31.5uM     // 1d6n.pdf (PPO)
1gi7  1.79  2002   4.51  Ki=31uM       // 1ghv.pdf (120)
1zkn  2.10  2005   4.51  IC50=31uM     // 1zkn.pdf (IBM)
1a85  2.00  1999   4.52  IC50=30uM     // 1a85.pdf (3-mer)
1ctt  2.20  1995   4.52  Ki=30uM       // 1ctt.pdf (DHZ)
1gu1  1.80  2002   4.52  Ki=30uM       // 1gtz.pdf (FA1)
1mrn  2.45  2003   4.52  Ki=30uM       // 1mrn.pdf (T5A)
1uyf  2.00  2004   4.52  IC50=30uM     // 1uy6.pdf (PU1)
1xz8  2.80  2005   4.52  Kd=30uM       // 1xz8.pdf (U5P)
1z4n  1.97  2005   4.52  Ki=30uM       // 1z4n.pdf (GL1)
1z4o  1.90  2005   4.52  Ki=30uM       // 1z4n.pdf (GL1)
2a4m  2.30  2005   4.52  Kd=30uM       // 1yid.pdf (TRP)
2bua  2.56  2006   4.52  IC50=30uM     // 2bua.pdf (007)
1amw  1.85  1998   4.54  Kd=29uM       // 1a4h.pdf (ADP)
1b2h  1.90  1998   4.54  Kd=29uM       // 1b1h.pdf (3-mer)
1lyx  1.90  2003   4.54  Ki=0.029mM    // 1lyx.pdf (PGA)
1lzo  2.80  2003   4.54  Ki=0.029mM    // 1lyx.pdf (PGA)
1oko  1.60  2003   4.54  Kd=29uM       // 1oko.pdf (GLB)
1szd  1.50  2004   4.54  Kd=29.16uM    // 1szd.pdf (APR)
1w80  1.90  2004   4.54  Kd=28.6uM     // 1w80.pdf (12-mer)
1czo  1.85  1999   4.55  Kd=28uM       // 1czk.pdf (FMN
1h08  1.80  2003   4.55  IC50=28uM     // 1h00.pdf (2-mer)
1rrw  2.21  2004   4.55  IC50=28uM     // 1rri.pdf (9MG)
1utc  2.30  2004   4.55  Kd=28uM       // 1utc.pdf (7-mer)
2cgv  2.60  2006   4.56  IC50=27.3uM   // 2cgu.pdf (3B3)
1i41  3.20  2001   4.57  Ki=27uM       // 1i41.pdf (HEN)
1w2g  2.10  2005   4.57  Ki=27uM       // 1w2g.pdf (THM)
4erk  2.20  1999   4.57  IC50=27uM     // 1bl6.pdf (OLO)
5a3h  1.82  1999   4.57  Kd=26.7uM     // 4a3h.pdf (FFC)
1bma  1.80  1995   4.59  Ki=26uM       // 1bma.pdf (4-mer)
1d04  1.85  1999   4.59  Kd=26uM       // 1czk.pdf (FMN
1fj4  2.35  2000   4.59  Kd=26uM       // 1fj4.pdf (TLM)
1iew  2.55  2001   4.59  Ki=25.50uM    // 1iev.pdf (2FG)
1kak  2.50  2002   4.59  IC50=26uM     // 1kak.pdf (FNP)
1l2s  1.94  2002   4.59  Ki=26uM       // 1l2s.pdf (STC)
1vcj  2.40  2004   4.59  IC50=26uM     // 1vcj.pdf (IBA)
2c69  2.10  2005   4.59  IC50=26uM     // 2c68.pdf (CT8)
1f7b  1.80  2000   4.60  Ki=0.025mM    // 1f73.pdf (NAV)
1pa9  2.00  2003   4.60  Ki=25uM       // 1pa9.pdf (CSN)
1q9d  2.35  2003   4.60  Kd=25uM       // 1q9d.pdf (OI1)
1tx7  1.75  2005   4.60  Ki=25uM       // 1tx7.pdf (4CM)
1u33  1.95  2004   4.60  Ki=25uM       // 1u2y.pdf (LM2)
1upf  2.30  1999   4.60  Ki=25uM       // 1upf.pdf (URF)
2hpa  2.90  1998   4.60  Ki=25uM       // 2hpa.pdf (PT3)
2bo4  1.95  2005   4.61  Ki=24.6uM     // 2bo4.pdf (FLC)
13gs  1.90  1999   4.62  Ki=24uM       // 12gs.pdf (SAS)
1f4f  2.00  2000   4.62  Ki=24uM       // 1f4c.pdf (TP3)
1joc  2.20  2001   4.62  Kd=24uM       // 1joc.pdf (ITP)
1mn9  2.90  2003   4.62  Kd=24uM       // 1mn9.pdf (RTP)
1ofz  1.50  2003   4.62  Kd=24.1uM     // 1ofz.pdf (FUL)
1sm3  1.95  1999   4.62  Kd=24uM       // 1sm3.pdf (13-mer)
1t5a  2.80  2005   4.62  Ki=24uM       // 1t5a.pdf (OXL)
2a5c  2.50  2006   4.62  Kd=24uM       // 2a5b.pdf (8DA)
2f6t  1.70  2005   4.62  Ki=24uM       // 2f6t.pdf (1C2)
1c85  2.72  2000   4.64  Ki=23uM       // 1c83.pdf (OBA)
2brh  2.10  2005   4.64  IC50=22.9uM   // 2br1.pdf (DFW)
1bzj  2.25  1999   4.66  Ki=22uM       // 1bzc.pdf (PIC)
1h01  1.79  2003   4.66  IC50=22uM     // 1h00.pdf (FAL)
1h4w  1.70  2002   4.66  Ki=22uM       // 1h4w.pdf (BEN)
1m1b  2.25  2002   4.66  Ki=22uM       // 1m1b.pdf (SPV)
1t49  1.90  2004   4.66  IC50=22uM     // 1t48.pdf (892)
2ca8  2.49  2006   4.66  Kd=22uM       // 2c80.pdf (GSW)
2h23  2.45  2006   4.67  Kd=21.2uM     // 2h21.pdf (SAH)
1c5p  1.43  2000   4.68  Ki=21uM       // 1c5l.pdf (BAM)
1nyy  1.90  2003   4.68  Ki=21uM       // 1nxy.pdf (105)
1ol1  2.90  2003   4.68  IC50=21uM     // 1oku.pdf (6-mer)
1xge  1.90  2005   4.68  Kd=20.8uM     // 1xge.pdf (DOR)
1agw  2.40  1998   4.70  IC50=20uM     // 1agw.pdf (SU2)
1c5n  1.50  2000   4.70  Ki=20uM       // 1c5l.pdf (ESI)
1c86  2.30  2000   4.70  Ki=20uM       // 1c86.pdf (OPA)
1fo2  2.38  2001   4.70  IC50=20uM     // 1fo2.pdf (DMJ)
1gpy  2.40  1993   4.70  Kd=20uM       // 1gpy.pdf (G6P)
1h60  1.60  2001   4.70  Kd=20uM       // 1h50.pdf (STR)
1xos  2.28  2004   4.70  IC50=20uM     // 1xlx.pdf (VIA)
2bqz  1.50  2005   4.70  Kd=20uM       // 2bqz.pdf (29-mer)
2c4w  1.55  2006   4.70  Ki=20uM       // 2c4v.pdf (GAJ)
2cex  2.20  2006   4.70  Kd=20uM       // 2cex.pdf (DAN)
2dw7  2.50  2006   4.70  Ki=20uM       // 2dw6.pdf (SRT)
3kiv  1.80  1999   4.70  Kd=20uM       // 3kiv.pdf (ACA)
6gch  2.10  1990   4.70  Ki=20uM       // 6gch.pdf (APF)
1v2t  1.90  2004   4.71  Ki=19.56uM    // 1v2j.pdf (ANH)
1h7a  2.75  2002   4.72  Kd=19uM       // 1h78.pdf (DTP)
1qxz  1.68  2004   4.72  IC50=19uM     // 1qxw.pdf (M3C)
1urc  2.60  2003   4.72  IC50=19.2uM   // 1urc.pdf (6-mer)
1m51  2.25  2003   4.73  IC50=18.8uM   // 1m51.pdf (TSX)
1v2o  1.62  2004   4.73  Ki=18.45uM    // 1v2j.pdf (ANH)
1v2p  1.92  2004   4.73  Ki=18.45uM    // 1v2j.pdf (ANH)
1ce5  1.90  1999   4.74  Ki=18.4uM     // 1ce5.pdf (BEN)
1qaq  2.80  2000   4.74  Ki=18uM       // 1qan.pdf (SFG)
1ru1  1.40  2004   4.74  Kd=18uM       // 1ru1.pdf (HHP)
1sv3  1.35  2004   4.74  Ki=18uM       // 1sv3.pdf (ANN)
1w4p  1.69  2005   4.74  Ki=18uM       // 1w4o.pdf (UM3)
3erk  2.10  1999   4.74  IC50=18uM     // 1bl6.pdf (SB4)
1q8t  2.00  2003   4.76  Kd=17.5uM     // 1q8t.pdf (Y27)
2cgw  2.20  2006   4.76  IC50=17.3uM   // 2cgu.pdf (3C3)
1h62  1.90  2001   4.77  Kd=17uM       // 1h50.pdf (ANB)
1l5r  2.10  2002   4.77  Kd=17uM       // 1l5q.pdf (RBF)
1pxi  1.95  2003   4.77  IC50=17uM     // 1pxi.pdf (CK1)
1rti  3.00  1996   4.77  IC50=17uM     // 1rth.pdf (HEF)
1str  1.80  1996   4.77  Kd=17uM       // 1str.pdf (8-mer)
1uyk  2.00  2004   4.77  IC50=17.1uM   // 1uy6.pdf (PUX)
2afw  1.56  2005   4.77  Ki=17uM       // 2afu.pdf (AHN)
2b4l  2.00  2006   4.77  Kd=17uM       // 2b4l.pdf (BET)
2dua  2.00  2006   4.77  Ki=17uM       // 2dua.pdf (OXL)
1eed  2.00  1994   4.79  Ki=16.2uM     // 1eed.pdf (4-mer)
1oss  1.93  2003   4.79  Ki=16.4uM     // 1oss.pdf (BEN)
1ghz  1.39  2002   4.80  Ki=16uM       // 1ghv.pdf (120)
1qxy  1.04  2004   4.80  IC50=16uM     // 1qxw.pdf (M2C)
1tsv  2.90  1996   4.80  Kd=16.0uM     // 1tsv.pdf (UMP)
1ybg  2.60  2005   4.80  Ki=16uM       // 1ybg.pdf (TAV)
1b4d  2.00  1998   4.81  Ki=15.6uM     // 1b4d.pdf (CRA)
1p5e  2.22  2003   4.81  IC50=15.6uM   // 1p5e.pdf (TBS)
2cgx  2.20  2006   4.81  IC50=15.6uM   // 2cgu.pdf (3D3)
1aid  2.20  1997   4.82  Ki=15uM       // 1aid.pdf (THK)
1dud  2.30  1996   4.82  Ki=15uM       // 1dud.pdf (DUD)
1f8e  1.40  2001   4.82  Ki=15uM       // 1f8b.pdf (49A)
1njt  2.50  2003   4.82  IC50=15uM     // 1njt.pdf (6-mer)
1t63  2.07  2005   4.82  Kd=15uM       // 1t5z.pdf (20-mer)
1uy9  2.00  2004   4.82  IC50=15.3uM   // 1uy6.pdf (PU6)
